 1, 166078.00, 4203.46, 198015.79, 169803.25, 165463.69, 260164.60, 394596.18, 160725.45, 159808.66, 22640.84, 198698.02, 92607.51, 8440.51, 187054.16, 191351.81, 147324.00,   0.00, 322.18, 355.00, 1928.52, 5529.55, 223.96, 165091.77, 4764.25, 177950.11, 6800.58, 6264.04, 159655.39, 5206.86, 6298.63, 250654.29, 401.46
 2,  23.73, 2800.37,  71.45, 197.20, 5997.41,  20.96, 176.74, 234.82,  42.42,  66.91, 200.48, 3797.21, 478.47,  60.85,  46.71,  16.92,  27.77, 118.92,  22.72, 174.22,  51.76,  37.62, 1067.03,  96.20, 115.39,  29.29,  22.98,  31.31, 106.05, 189.87, 183.56,  27.02
 3,   3.03,   5.30,   3.28,   0.76,   4.29,   6.31,   4.54,   3.53,   2.52,   8.33,  10.60,   8.84,   4.80,   8.33,   9.09,  10.10,   6.56,   8.84,   7.57,   8.08,   8.58,   7.07,   9.85,  12.12,   6.31,   6.82,   7.07,   8.08,   1.51,   8.58,   7.57,   5.30
 4,   4.80,  14.14,   8.08,  10.35,   5.55,  12.37,  11.11,   7.07,  10.86,  11.11,   4.04,   7.32,   7.32,   6.56,  10.10,  11.87,   6.56,   6.06,   8.33,  11.61,   4.54,   9.59,   8.08,   4.54,   4.29,  14.90,  11.11,   6.06,   2.78,   6.31,   9.09,   3.28
 5, 447.67,  60.09,  61.36,  13.89,  46.71, 1882.57, 163.11,  81.81,  87.87,  11.87,  72.46,  68.42,  68.42, 202.75, 135.33,  53.53, 2660.49, 488.57, 1039.50, 435.04,  68.68, 2561.27, 178.01,  69.18, 824.13, 323.95, 1068.79, 393.89,  76.00, 2097.94, 112.61,  72.46
 6, 150.48, 364.34,   0.00,  28.28,  89.13, 26913.23, 439.59,  43.68, 2083339.00,  48.73, 81647.14,  59.84,  13.89,  54.03,  11.61,  52.77,  73.73, 2891435.08, 8915.19, 179272.15,  26.76, 374309.82, 1538.68,  15.91, 651.68, 518514.80, 356042.12, 181110.53, 1827644.49, 57647.91, 201.99, 213751.26
 7, 182.30,   4.54, 787.77,  93.93, 126.75,   4.54, 6926.83,   5.05, 2231.26,  52.52, 124.23,  41.66, 111.35,  99.23,  44.94, 153.77,  58.33, 115.64,  45.70,  54.54,  65.40, 143.16,  55.55, 155.28, 111.35, 1938.88,  45.20, 108.32, 149.47, 222.70, 2699.63,  74.99
 8,  47.22,  40.40,  36.61, 1060.71, 5351.03, 111.85, 106.55,  46.96, 127.76,  44.94,  39.39, 109719.31, 200.48, 248.20,  82.06, 17129.98,  44.94,  45.20,  44.69, 385.05, 102.76,  64.39, 226.48, 1572.51,  45.20,  73.22, 714.55,  48.48,   8.08, 5906.01,  42.92, 4145.14
 9,   5.05,  13.13,  11.61,   6.82,  12.12,  17.67,  48.23,   7.83,  16.41,  22.72,  45.20,  16.16,  17.17,  14.64,  16.16,  19.19,   0.00,   0.00,  22.22,  15.91,  11.87,  15.15,  20.45,  13.89,  12.62,  12.88,  15.15,  11.36,   9.85,  12.37,  11.61,   5.81
10,   2.02,  12.12,  14.64,  13.38,   5.55,  11.11,  10.10,  11.36,   8.84,  13.38,  13.38,   6.56,  10.60,  15.65,   9.85,   5.05,   6.56,  15.15,  16.92,  10.10,   6.82,  14.39,   9.85,  10.60,   6.31,  12.88,  13.63,  12.37,   2.78,   2.78,  12.12,   8.84
11,  10.86,  13.38,  14.39,  10.35,  12.12,  16.16,  10.86,  13.89,  11.87,  13.63,  18.94,  17.42,  10.35,  13.89,  15.15,  13.13,  18.68,  15.15,  15.15,  12.12,  10.86,  12.62,   8.08,  15.40,  17.17,  12.12,  15.40,  15.40,  17.67,  13.63,  11.11,  15.40
12, 199.97, 289.10, 5447.49,  36.11, 1563.93, 290.87,  30.55, 211.84, 200.23, 242.39,  29.04, 459.28,  29.54, 5167.73, 205.53,  69.69, 285.82,  35.85,  28.03,  20.20, 325.21,  25.00, 129.53, 1568.47, 365.35,  45.45,  27.02,  36.86, 222.44,  34.09,  59.84, 278.75
