 1, 521582.64, 1467.52, 517669.24, 342911.54, 437566.87, 283599.10, 361622.48, 263542.93, 45126.38, 3855553.56, 308547.01, 17365.71, 11006.43, 19689.29, 19200.11, 10884.14,   0.00, 122.29,   0.00, 366.88,   0.00,   0.00, 7949.09, 244.59, 6359.27, 1467.52, 1712.11, 16509.65, 366.88, 1222.94, 10639.55, 122.29
 2,   0.00, 978.35,   0.00, 733.76, 1712.11,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, 733.76, 366.88,   0.00,   0.00,   0.00, 122.29,   0.00,   0.00, 122.29,   0.00,   0.00, 1100.64, 122.29,   0.00,   0.00,   0.00,   0.00, 244.59, 122.29,   0.00,   0.00
 3,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, 122.29,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, 122.29,   0.00,   0.00, 122.29,   0.00,   0.00, 122.29, 122.29,   0.00,   0.00,   0.00,   0.00,   0.00
 4,   0.00,   0.00,   0.00, 122.29,   0.00, 122.29, 122.29, 2690.46,   0.00,   0.00, 244.59,   0.00, 122.29,   0.00,   0.00, 5014.04,   0.00,   0.00,   0.00,   0.00,   0.00, 122.29, 122.29, 122.29,   0.00, 4035.69, 1467.52,   0.00,   0.00,   0.00, 122.29,   0.00
 5, 1834.41, 1467.52, 2078.99, 366.88,   0.00, 4524.87, 3791.10,   0.00,   0.00, 244.59, 122.29, 2445.87, 244.59, 1345.23, 366.88,   0.00, 13085.43, 1956.70, 5014.04, 2690.46, 122.29, 6726.15, 366.88, 122.29, 3668.81, 2323.58, 7826.80, 2323.58,   0.00, 6481.57, 366.88, 366.88
 6, 16239380.75, 44979623.76, 1345.23, 22624.33, 15760845.49, 1275730971.15, 88044372.72, 30818.01, 103182009.50, 211690.40, 1399133632.89, 148342.26, 20667.64, 1174508.72, 19077.82, 68606.77, 2110544.72, 129480903.33, 6171918.57, 32571337.83, 38155.64, 234609217.11, 110366397.64, 18221.76, 17970448.11, 183184715.23, 1428286005.67, 95909080.73, 94154288.39, 1462368771.37, 13005568.37, 270267981.75
 7, 978.35,   0.00, 6970.74, 978.35, 1100.64,   0.00, 14552.95, 122.29, 4769.45, 489.17, 489.17, 122.29,   0.00, 366.88,   0.00, 978.35, 122.29, 244.59, 244.59, 366.88,   0.00, 366.88,   0.00, 978.35, 366.88, 7093.03,   0.00, 489.17, 366.88, 489.17, 6848.45, 122.29
 8, 611.47, 611.47,   0.00, 4402.57, 7949.09,   0.00, 122.29,   0.00, 366.88,   0.00, 366.88, 15409.01, 2078.99, 611.47,   0.00, 15653.59,   0.00, 366.88, 122.29, 2568.17, 489.17, 366.88, 1956.70, 6114.69, 244.59,   0.00, 4647.16, 244.59, 122.29, 6236.98,   0.00, 6848.45
 9,   0.00, 122.29,   0.00,   0.00,   0.00, 122.29, 4769.45, 122.29, 1222.94, 8560.56, 4891.75, 122.29, 122.29,   0.00,   0.00,   0.00,   0.00,   0.00, 244.59,   0.00, 244.59,   0.00,   0.00,   0.00,   0.00, 611.47, 122.29, 122.29,   0.00,   0.00,   0.00,   0.00
10,   0.00,   0.00,   0.00, 244.59,   0.00,   0.00,   0.00,   0.00, 611.47, 122.29,   0.00,   0.00,   0.00, 122.29,   0.00,   0.00,   0.00, 122.29, 244.59,   0.00,   0.00, 244.59,   0.00, 122.29,   0.00,   0.00,   0.00,   0.00,   0.00, 122.29,   0.00,   0.00
11,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, 122.29,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
12,   0.00,   0.00, 978.35,   0.00, 244.59, 122.29,   0.00,   0.00,   0.00,   0.00,   0.00, 122.29,   0.00, 3057.34,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, 733.76, 366.88,   0.00,   0.00,   0.00, 122.29,   0.00,   0.00,   0.00
