 1, 476.59,134.09,2851.52,449.47,898.95,1024.50,1606.55,549.41,247.59,1672.84,752.80,260.64,183.30,377.16,449.98,220.97,  0.00, 21.59, 33.65, 50.22,147.65, 17.58,252.61,116.51,323.92,151.16,233.02,530.83,131.58,158.19,481.61, 27.12
 2,   6.53, 53.23,  9.54, 12.05,119.02,  3.52, 16.07, 22.60,  9.54, 23.60, 13.56, 63.78, 27.62,  8.54,  7.03,  1.51,  3.01, 18.08,  2.01, 16.07,  8.04,  8.54, 49.22,  9.04,  8.54,  3.52,  3.52,  4.52, 10.04, 20.09, 15.57,  3.01
 3,   0.50,  0.00,  0.00,  0.00,  1.00,  0.50,  0.00,  0.50,  0.00,  0.50,  0.00,  0.50,  0.50,  0.00,  0.00,  0.00,  0.50,  1.00,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.50,  0.00,  0.00,  1.00,  0.00,  0.50
 4,   0.00,  0.00,  0.50,  0.50,  0.00,  0.00,  0.50,  0.50,  0.50,  0.00,  0.00,  0.00,  0.50,  0.50,  0.00,  6.53,  0.50,  0.00,  0.50,  0.00,  0.00,  0.00,  0.50,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  0.00,  0.50,  0.50
 5, 132.08, 94.92, 99.94, 39.67,  7.53,118.52,109.98, 46.20, 66.79, 60.26, 67.80, 67.30, 14.06,114.00, 39.67,  5.52,517.27,157.69,214.44,113.50, 13.06,123.04, 75.83, 10.04,318.90,108.48,514.76,213.44, 14.06,109.48, 21.59, 12.05
 6,  69.81, 89.39,525.31, 38.67, 10.04,  3.01,  6.53, 65.79, 64.78,112.49, 55.74, 75.83, 51.22, 19.08, 74.33, 21.59,101.45, 61.77, 16.07,  1.51, 17.58,  3.01,  5.02, 26.11, 86.88, 60.77, 58.76,  2.51, 10.04,  3.01, 14.56,  3.52
 7,  81.86, 16.07,233.02, 58.26, 72.82, 15.07,182.80, 10.04,428.38, 33.65, 88.89, 21.09, 28.63, 47.71, 21.59,115.00, 33.15, 52.23, 16.07, 18.08, 21.59, 53.23,  8.04, 52.23, 53.23,234.53,  4.52, 55.24, 68.80, 89.39,136.10, 13.06
 8,  40.18, 20.09, 10.55,175.27,173.76, 35.66, 38.67, 15.57, 47.21, 17.07, 20.09,302.83,130.07, 86.88, 26.62,307.85,  9.54, 26.62, 16.07,171.25, 32.14, 18.58,141.62,206.91, 27.12, 28.12,162.21, 17.07, 12.56,241.06, 22.10,202.89
 9,   7.03, 23.10,  2.01,  8.54,  8.54, 16.07, 49.22,  7.03, 88.39,280.23, 76.84, 18.08,  5.52,  2.01,  8.54, 12.05,  0.00,  0.00, 26.62,  3.01, 11.55,  0.00,  9.54,  1.51, 11.05, 52.73,  3.52,  2.01,  2.51,  3.01,  3.52,  0.00
10,   1.00, 46.70,  8.04, 11.55,  1.51,  9.54,  3.01,  6.53, 41.18, 33.15,  0.00, 14.56, 14.06,  5.52,  1.00,  0.00,  4.52, 17.58, 12.56,  4.02,  1.51,  9.04,  3.52,  7.53, 12.05,  9.54,  2.51,  5.02,  1.51,  8.54,  1.51,  1.00
11,   0.00,  0.00,  0.50,  0.50,  0.00,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.50,  0.00,  0.00,  0.00,  0.00,  0.50,  1.00,  0.50,  0.50,  1.00,  0.00,  0.00,  1.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.00,  0.00,  0.00
12,  12.56, 23.60,137.60,  4.52, 54.74, 34.15,  8.54, 21.09, 20.09, 16.07, 12.05, 32.64, 11.05,135.09, 18.08,  8.54, 21.09,  4.52,  2.51,  1.00, 24.61,  4.52, 10.04, 37.16, 34.15, 17.07,  8.04, 11.55, 11.05,  7.03,  9.54, 22.10
