 1,  46.17, 44.43, 47.76, 46.41, 42.50, 47.41, 47.56, 46.77, 33.25, 47.98, 46.36, 39.07, 36.40, 44.92, 44.03, 38.79,  0.00, 34.70, 35.80, 33.98, 25.12, 31.03, 40.73, 37.09, 34.39, 39.10, 35.99, 37.50, 28.58, 32.30, 38.24, 23.22
 2,  26.50, 49.15, 47.06, 45.55, 48.05, 43.88, 49.59, 48.39, 41.53, 51.04, 51.16, 52.62, 48.19, 47.92, 48.54, 29.74, 49.71, 51.90, 48.48, 43.86, 50.85, 51.23, 54.10, 50.20, 52.03, 50.60, 49.34, 48.60, 54.22, 52.16, 51.89, 39.88
 3,   1.94,  7.13,  3.43,  0.88,  5.34,  9.98, 12.40, 10.70,  7.00, 23.48, 26.82, 27.00,  9.72, 24.59, 26.88, 25.96, 10.86, 30.09, 29.56, 32.68, 27.71, 28.44, 28.76, 27.35, 22.13, 29.02, 24.72, 24.76,  9.16, 34.61, 36.00, 29.66
 4,   9.33, 26.22, 18.36, 24.24,  4.84, 27.63, 13.93, 12.94,  9.75, 17.13,  8.72,  9.46,  7.87,  8.68, 11.43, 16.23,  3.28,  6.38, 12.33, 13.73,  2.08, 11.29,  6.07,  2.19,  1.03, 16.65,  9.26,  4.44,  1.30,  9.96, 11.20,  2.24
 5,   3.61,  0.03,  0.02,  0.02, 18.03, 46.52,  2.59,  4.44, 40.26,  0.37, 32.12,  0.02, 40.07, 51.30, 43.08, 22.69, 56.06, 14.18, 67.59, 42.63, 43.26, 57.26, 49.42, 46.61, 58.29, 86.40, 99.17, 86.58, 42.59, 48.48, 53.04, 45.08
 6,   0.59,  4.26,  1.22,  5.21,  2.96,  2.01,  3.57,  6.89,  1.45,  9.64,  1.53,  7.38,  1.43,  2.53,  2.78,  3.02,  2.24,  3.78,  1.12,  2.89,  0.35,  0.94,  0.62,  2.35,  0.04,  1.79,  1.55,  3.99,  0.02,  0.34,  0.13,  0.73
 7,   6.83,  0.02,  0.02,  0.02,  1.65,  0.03,  0.05,  0.04, 49.44, 48.47, 34.72, 16.70, 34.08, 39.16,  7.56, 10.16, 61.40, 69.88, 48.07, 52.41, 58.18, 61.85, 50.19, 62.90, 83.92, 99.89, 59.39, 78.02, 59.39, 60.06, 64.55, 57.98
 8,  96.24,106.58, 82.25,108.86, 49.85, 43.48, 55.50, 50.12,115.72,109.79,106.76,148.39, 38.34, 34.26, 40.81, 43.36, 90.42, 83.56,104.11,124.21, 15.79, 19.01, 30.53, 28.83, 33.43, 38.03, 71.12, 44.81,  0.60,  3.60,  3.96, 10.33
 9,   2.52, 10.16,  9.45,  8.74, 10.76, 16.45, 23.21, 13.64, 22.01, 27.45, 32.75, 25.31, 28.45, 27.28, 31.70, 31.71,  0.00,  0.00, 39.28, 31.40, 29.22, 32.47, 38.85, 32.16, 34.45, 39.07, 35.97, 29.24, 25.54, 33.65, 34.85, 18.10
10,  14.49, 38.44, 43.83, 36.47, 17.17, 39.55, 38.07, 38.59, 28.41, 40.72, 38.43, 27.41, 32.67, 40.36, 32.19, 17.86, 22.13, 39.96, 40.68, 34.08, 17.54, 37.82, 35.15, 27.27, 14.69, 29.43, 25.01, 22.50,  4.60,  4.27, 17.91, 15.74
11,  12.07, 15.86, 16.12, 13.67, 13.75, 21.64, 17.72, 17.72, 12.87, 18.92, 23.57, 17.49, 13.26, 19.28, 19.35, 16.85, 16.88, 16.01, 17.31, 18.31, 16.80, 18.23, 16.77, 18.29, 21.12, 15.37, 15.16, 17.75, 19.39, 17.10, 15.76, 17.55
12,  24.37, 24.94, 26.35, 22.86, 25.49, 25.40, 23.48, 25.11, 24.44, 24.47, 24.54, 26.79, 23.72, 26.99, 24.51, 24.56, 22.46, 22.04, 21.44, 19.69, 18.79, 16.50, 15.04, 13.11,  9.21,  7.40,  5.48,  3.96,  2.46,  2.35,  1.96,  1.46
